mphi,theta^2
0.029674340327042976, 0.0006713134504658427
0.029862768773371715, 0.000646944770932279
0.029862768773371715, 1.6362265168650865e-7
0.030052393717381432, 0.000646944770932279
0.030243222756686654, 0.000646944770932279
0.030243222756686654, 0.0006234606745123079
0.03043526353714583, 0.000646944770932279
0.03043526353714583, 0.0006234606745123079
0.030628523753167675, 0.000646944770932279
0.030628523753167675, 0.0006234606745123079
0.030628523753167675, 1.6362265168650865e-7
0.030823011148019473, 0.000646944770932279
0.030823011148019473, 0.0006234606745123079
0.03101873351413731, 0.0006234606745123079
0.03121569869343828, 0.0006234606745123079
0.03141391457763471, 0.0006234606745123079
0.031613389108550334, 0.0006234606745123079
0.0318141302784385, 1.6362265168650865e-7
0.032016146130302375, 0.0006008290508372175
0.032016146130302375, 1.6362265168650865e-7
0.032219444758217246, 1.6362265168650865e-7
0.032424034307654774, 1.6362265168650865e-7
0.03262992297580937, 0.0005790189551447399
0.032837119011926645, 0.0005790189551447399
0.033045630717633896, 0.0005790189551447399
0.03325546644727276, 0.0005790189551447399
0.03325546644727276, 1.5768314911790445e-7
0.03346663460823392, 0.0005790189551447399
0.03346663460823392, 1.5768314911790445e-7
0.03367914366129395, 1.5768314911790445e-7
0.033893002120954356, 0.0005580005659675391
0.034108218555782666, 0.0005580005659675391
0.034324801588755775, 0.0005580005659675391
0.034542759897605434, 0.0005580005659675391
0.03476210221516593, 0.0005580005659675391
0.03498283732972399, 1.5768314911790445e-7
0.03498283732972399, 1.5195925050388013e-7
0.03520497408537087, 0.0005377451443575979
0.03520497408537087, 1.5768314911790445e-7
0.03542852138235677, 0.0005377451443575979
0.03542852138235677, 1.5768314911790445e-7
0.03542852138235677, 1.5195925050388013e-7
0.035653488177447346, 1.5768314911790445e-7
0.035653488177447346, 1.5195925050388013e-7
0.035879883484282664, 1.5768314911790445e-7
0.035879883484282664, 1.5195925050388013e-7
0.03610771637373828, 0.0005377451443575979
0.03610771637373828, 1.5195925050388013e-7
0.03633699597428872, 1.5195925050388013e-7
0.036567731472373216, 0.0005182249945907686
0.036567731472373216, 1.5195925050388013e-7
0.03679993211276374, 0.0005182249945907686
0.03679993211276374, 1.5195925050388013e-7
0.037033607198935475, 1.5195925050388013e-7
0.03750541821827804, 0.0005182249945907686
0.038224429094532365, 0.0004994134262977426
0.03846714956301476, 0.0004994134262977426
0.03846714956301476, 1.5195925050388013e-7
0.03846714956301476, 1.464431294204728e-7
0.03895722402292452, 1.464431294204728e-7
0.03920459764993758, 0.0004994134262977426
0.03920459764993758, 1.464431294204728e-7
0.03945354206934861, 0.0004994134262977426
0.03970406725549801, 1.464431294204728e-7
0.039956183246061996, 0.000481284717969668
0.039956183246061996, 1.464431294204728e-7
0.04020990014245484, 1.464431294204728e-7
0.04046522811023351, 1.464431294204728e-7
0.04072217737950507, 0.000481284717969668
0.04072217737950507, 0.00046381408178851325
0.04072217737950507, 1.464431294204728e-7
0.04098075824533651, 0.000481284717969668
0.04098075824533651, 0.00046381408178851325
0.041240981068167225, 0.000481284717969668
0.041240981068167225, 0.00046381408178851325
0.04150285627422415, 0.00046381408178851325
0.04229850144962562, 0.00044697762973408897
0.042567091781284094, 0.00046381408178851325
0.042567091781284094, 0.00044697762973408897
0.042567091781284094, 1.4112724354292437e-7
0.042837387628830555, 0.00046381408178851325
0.042837387628830555, 0.00044697762973408897
0.04310939982208314, 0.00044697762973408897
0.043383139259628, 0.00044697762973408897
0.04393584380840211, 0.0004307523409213844
0.04393584380840211, 1.4112724354292437e-7
0.04421483106458771, 0.0004307523409213844
0.04421483106458771, 1.4112724354292437e-7
0.04449558985586558, 1.4112724354292437e-7
0.04477813143126771, 1.4112724354292437e-7
0.04506246711125614, 0.0004307523409213844
0.04563656642671422, 0.0004151160301235574
0.04563656642671422, 1.4112724354292437e-7
0.0459263530643544, 1.3600432433288018e-7
0.04680680044845727, 1.3600432433288018e-7
0.04710401792958471, 0.0004151160301235574
0.047704126760331464, 0.00040004731743754397
0.04800704215423246, 0.00040004731743754397
0.04831188102398542, 1.3600432433288018e-7
0.048618655583427685, 1.3600432433288018e-7
0.048927378123952994, 0.00040004731743754397
0.048927378123952994, 1.3600432433288018e-7
0.049238061015003935, 1.3600432433288018e-7
0.049550716704567545, 0.000385525599050802
0.049550716704567545, 1.3600432433288018e-7
0.04986535771967407, 0.000385525599050802
0.05018199666689886, 1.3106736709994086e-7
0.05050064623286749, 1.3106736709994086e-7
0.05082131918476407, 0.0003715310190692229
0.05114402837084276, 0.0003715310190692229
0.05146878672094257, 0.0003715310190692229
0.05146878672094257, 1.3106736709994086e-7
0.05179560724700543, 0.0003715310190692229
0.05179560724700543, 1.3106736709994086e-7
0.052124503043597496, 0.0003715310190692229
0.05278857324290639, 0.0003580444423676931
0.05312377425261534, 0.0003580444423676931
0.05346110374790378, 1.3106736709994086e-7
0.05380057524439588, 1.3106736709994086e-7
0.054142202343538344, 0.0003580444423676931
0.054142202343538344, 1.3106736709994086e-7
0.054142202343538344, 1.2630962142398274e-7
0.05448599873314543, 1.3106736709994086e-7
0.05483197818794732, 0.0003450474284261771
0.05483197818794732, 1.3106736709994086e-7
0.055180154570142095, 0.0003450474284261771
0.055180154570142095, 1.3106736709994086e-7
0.05553054182995107, 1.3106736709994086e-7
0.05553054182995107, 1.2630962142398274e-7
0.056238005226770464, 0.0003450474284261771
0.056238005226770464, 1.2630962142398274e-7
0.05659510970938809, 0.0003450474284261771
0.05659510970938809, 1.2630962142398274e-7
0.05695448176197003, 1.2630962142398274e-7
0.05731613578330937, 0.0003325222061155517
0.05731613578330937, 1.2630962142398274e-7
0.05878586274438965, 0.0003325222061155517
0.059159145811879615, 1.2630962142398274e-7
0.05953479918137707, 1.2630962142398274e-7
0.05953479918137707, 1.2172458192514524e-7
0.059912837904011015, 0.00032045164939871473
0.059912837904011015, 1.2630962142398274e-7
0.059912837904011015, 1.2172458192514524e-7
0.06029327712648331, 1.2630962142398274e-7
0.06067613209167551, 1.2630962142398274e-7
0.0610614181392596, 0.00032045164939871473
0.0610614181392596, 0.0003088192539137438
0.0610614181392596, 1.2630962142398274e-7
0.0610614181392596, 1.2172458192514524e-7
0.061449150706312655, 0.00032045164939871473
0.061449150706312655, 0.0003088192539137438
0.061839345327935266, 0.0003088192539137438
0.061839345327935266, 1.2172458192514524e-7
0.06223201763787404, 0.0003088192539137438
0.06223201763787404, 1.2172458192514524e-7
0.06262718336914797, 1.2172458192514524e-7
0.06302485835467879, 1.2172458192514524e-7
0.06342505852792539, 0.0003088192539137438
0.06342505852792539, 0.00029760911440708586
0.06342505852792539, 1.2172458192514524e-7
0.06382779992352214, 0.0003088192539137438
0.06382779992352214, 0.00029760911440708586
0.06423309867792142, 0.0003088192539137438
0.06423309867792142, 0.00029760911440708586
0.0646409710300401, 0.00029760911440708586
0.06505143332191021, 0.00029760911440708586
0.06546450199933367, 1.2172458192514524e-7
0.06588019361254124, 0.0002868059029859214
0.06588019361254124, 1.2172458192514524e-7
0.06588019361254124, 1.173059793688692e-7
0.06629852481685566, 0.0002868059029859214
0.06629852481685566, 1.2172458192514524e-7
0.06671951237335891, 1.2172458192514524e-7
0.06671951237335891, 1.173059793688692e-7
0.06714317314956379, 1.2172458192514524e-7
0.06714317314956379, 1.173059793688692e-7
0.0675695241200898, 0.0002868059029859214
0.0675695241200898, 1.2172458192514524e-7
0.0675695241200898, 1.173059793688692e-7
0.06843036508220132, 0.00027639484815997033
0.06843036508220132, 1.173059793688692e-7
0.06886488956470166, 0.00027639484815997033
0.06886488956470166, 1.173059793688692e-7
0.06930217322473475, 1.173059793688692e-7
0.06974223358274183, 1.173059793688692e-7
0.07018508827041678, 0.00027639484815997033
0.07018508827041678, 1.173059793688692e-7
0.07153059631204439, 0.00026636171464407813
0.0719848068852029, 1.173059793688692e-7
0.0719848068852029, 1.1304777209382184e-7
0.07290189889115423, 0.0002566927838939675
0.07336481706864632, 0.0002566927838939675
0.07383067472017561, 0.0002566927838939675
0.07383067472017561, 1.173059793688692e-7
0.07383067472017561, 1.1304777209382184e-7
0.07429949051104416, 0.0002566927838939675
0.07429949051104416, 1.173059793688692e-7
0.07429949051104416, 1.1304777209382184e-7
0.07477128322507644, 0.0002566927838939675
0.07477128322507644, 1.173059793688692e-7
0.07477128322507644, 1.1304777209382184e-7
0.0752460717653719, 1.1304777209382184e-7
0.07572387515506238, 1.1304777209382184e-7
0.07620471253807427, 0.0002566927838939675
0.07620471253807427, 1.1304777209382184e-7
0.0766886031798956, 1.1304777209382184e-7
0.07717556646834789, 1.1304777209382184e-7
0.07766562191436294, 0.0002473748353485456
0.07766562191436294, 1.1304777209382184e-7
0.07815878915276459, 1.1304777209382184e-7
0.07865508794305545, 0.00023839512835311204
0.07865508794305545, 1.1304777209382184e-7
0.07865508794305545, 1.0894413775098836e-7
0.07915453817020857, 1.1304777209382184e-7
0.07915453817020857, 1.0894413775098836e-7
0.0796571598454641, 1.1304777209382184e-7
0.08016297310713119, 1.1304777209382184e-7
0.08067199822139477, 0.00023839512835311204
0.08067199822139477, 1.1304777209382184e-7
0.08118425558312757, 1.0894413775098836e-7
0.08169976571670728, 1.0894413775098836e-7
0.08221854927683893, 1.0894413775098836e-7
0.08274062704938234, 1.0894413775098836e-7
0.08326601995218505, 1.0894413775098836e-7
0.0837947490359204, 1.0894413775098836e-7
0.08432683548493089, 0.00022974138473875655
0.08432683548493089, 1.0894413775098836e-7
0.08486230061807706, 1.0894413775098836e-7
0.08486230061807706, 1.049894653426343e-7
0.0854011658895916, 0.00022140177203412367
0.0854011658895916, 1.0894413775098836e-7
0.0854011658895916, 1.049894653426343e-7
0.08594345288993899, 0.00022140177203412367
0.08594345288993899, 1.0894413775098836e-7
0.08594345288993899, 1.049894653426343e-7
0.08648918334668045, 1.0894413775098836e-7
0.08648918334668045, 1.049894653426343e-7
0.08703837912534464, 1.0894413775098836e-7
0.08703837912534464, 1.049894653426343e-7
0.08759106223030365, 0.00022140177203412367
0.08759106223030365, 1.0894413775098836e-7
0.08759106223030365, 1.049894653426343e-7
0.08814725480565465, 0.00022140177203412367
0.08870697913610712, 0.0002133648872865907
0.08870697913610712, 1.049894653426343e-7
0.08927025764787574, 0.0002133648872865907
0.08927025764787574, 1.049894653426343e-7
0.08983711290957894, 1.049894653426343e-7
0.09098164467471252, 0.0002133648872865907
0.09098164467471252, 0.00020561974147073722
0.09155936703556536, 0.0002133648872865907
0.09155936703556536, 0.00020561974147073722
0.09214075786303497, 0.00020561974147073722
0.0927258404514375, 0.00020561974147073722
0.0927258404514375, 1.049894653426343e-7
0.0933146382430052, 0.00020561974147073722
0.0933146382430052, 1.049894653426343e-7
0.0933146382430052, 1.0117834755025362e-7
0.09390717482882557, 1.049894653426343e-7
0.0945034739497867, 0.0001981557444627858
0.0945034739497867, 1.049894653426343e-7
0.0945034739497867, 1.0117834755025362e-7
0.09510355949752838, 0.00020561974147073722
0.09510355949752838, 0.0001981557444627858
0.09510355949752838, 1.0117834755025362e-7
0.09570745551539944, 0.00020561974147073722
0.09570745551539944, 0.0001981557444627858
0.09631518619942106, 1.0117834755025362e-7
0.09692677589925613, 0.0001981557444627858
0.09692677589925613, 1.0117834755025362e-7
0.09754224911918502, 1.0117834755025362e-7
0.09816163051908725, 0.0001909626905604731
0.09816163051908725, 1.0117834755025362e-7
0.09878494491542957, 1.0117834755025362e-7
0.10067873661749792, 0.0001909626905604731
0.10131803433094658, 1.0117834755025362e-7
0.10196139150700025, 0.00018403074452854733
0.10196139150700025, 1.0117834755025362e-7
0.10196139150700025, 9.750557334101246e-8
0.102608833922752, 0.00018403074452854733
0.102608833922752, 1.0117834755025362e-7
0.102608833922752, 9.750557334101246e-8
0.10326038751897627, 1.0117834755025362e-7
0.10391607840116827, 1.0117834755025362e-7
0.10391607840116827, 9.750557334101246e-8
0.1045759328405899, 0.00018403074452854733
0.1045759328405899, 1.0117834755025362e-7
0.1045759328405899, 9.750557334101246e-8
0.10523997727532244, 9.750557334101246e-8
0.10590823831132563, 0.00017735042815081453
0.10590823831132563, 9.750557334101246e-8
0.10658074272350394, 0.00017735042815081453
0.10658074272350394, 9.750557334101246e-8
0.10725751745677918, 0.00017735042815081453
0.10725751745677918, 9.750557334101246e-8
0.10793858962717012, 0.00017735042815081453
0.10793858962717012, 9.750557334101246e-8
0.10862398652287897, 0.00017735042815081453
0.10862398652287897, 0.00017091260727034732
0.10862398652287897, 9.750557334101246e-8
0.10931373560538467, 0.00017735042815081453
0.10931373560538467, 0.00017091260727034732
0.10931373560538467, 9.750557334101246e-8
0.11000786451054324, 0.00017735042815081453
0.11000786451054324, 0.00017091260727034732
0.11000786451054324, 9.750557334101246e-8
0.11070640104969501, 0.00017091260727034732
0.11070640104969501, 9.750557334101246e-8
0.1114093732107789, 0.00017091260727034732
0.1114093732107789, 9.750557334101246e-8
0.1114093732107789, 9.39661208425789e-8
0.11211680915945388, 0.00017091260727034732
0.11282873724022739, 0.00017091260727034732
0.11282873724022739, 0.00016470847930013198
0.11354518597759106, 0.00016470847930013198
0.11354518597759106, 9.39661208425789e-8
0.11426618407716355, 0.00016470847930013198
0.11426618407716355, 9.39661208425789e-8
0.11499176042684071, 0.00016470847930013198
0.11499176042684071, 9.39661208425789e-8
0.11572194409795301, 0.00016470847930013198
0.11572194409795301, 9.39661208425789e-8
0.11645676434643035, 0.00016470847930013198
0.11645676434643035, 9.39661208425789e-8
0.11719625061397416, 0.00016470847930013198
0.11719625061397416, 0.00015872956118708024
0.11719625061397416, 9.39661208425789e-8
0.11794043252923717, 0.00015872956118708024
0.11794043252923717, 9.39661208425789e-8
0.11868933990901036, 0.00015872956118708024
0.11868933990901036, 9.39661208425789e-8
0.11944300275941776, 0.00015872956118708024
0.11944300275941776, 9.39661208425789e-8
0.1202014512771186, 0.00015872956118708024
0.1202014512771186, 9.39661208425789e-8
0.12096471585051727, 0.00015872956118708024
0.12096471585051727, 0.00015296767781294705
0.12096471585051727, 9.39661208425789e-8
0.12096471585051727, 9.055515047659571e-8
0.12173282706098076, 0.00015872956118708024
0.12173282706098076, 0.00015296767781294705
0.12250581568406405, 0.00015296767781294705
0.12328371269074313, 0.00015296767781294705
0.12328371269074313, 9.055515047659571e-8
0.12406654924865593, 0.00015296767781294705
0.12406654924865593, 9.055515047659571e-8
0.12485435672335109, 0.00015296767781294705
0.12485435672335109, 9.055515047659571e-8
0.12564716667954462, 0.00015296767781294705
0.12564716667954462, 0.0001474149508162953
0.12564716667954462, 9.055515047659571e-8
0.12644501088238472, 0.0001474149508162953
0.12644501088238472, 9.055515047659571e-8
0.12724792129872428, 0.0001474149508162953
0.12724792129872428, 9.055515047659571e-8
0.12805593009840194, 0.0001474149508162953
0.12805593009840194, 9.055515047659571e-8
0.1288690696555309, 0.0001474149508162953
0.1288690696555309, 9.055515047659571e-8
0.12968737254979582, 0.0001474149508162953
0.12968737254979582, 0.0001420637878202233
0.12968737254979582, 9.055515047659571e-8
0.12968737254979582, 8.726799834140984e-8
0.13051087156775865, 0.0001474149508162953
0.13051087156775865, 0.0001420637878202233
0.13051087156775865, 9.055515047659571e-8
0.13051087156775865, 8.726799834140984e-8
0.1313395997041719, 0.0001420637878202233
0.1313395997041719, 9.055515047659571e-8
0.1313395997041719, 8.726799834140984e-8
0.1321735901633007, 0.0001420637878202233
0.13301287636025336, 0.0001420637878202233
0.13301287636025336, 8.726799834140984e-8
0.1338574919223199, 0.0001420637878202233
0.1338574919223199, 0.00013690687205112487
0.1338574919223199, 8.726799834140984e-8
0.13470747069031963, 0.0001420637878202233
0.13470747069031963, 0.00013690687205112487
0.13470747069031963, 8.726799834140984e-8
0.1355628467199569, 0.00013690687205112487
0.1355628467199569, 8.726799834140984e-8
0.13642365428318565, 0.00013690687205112487
0.13642365428318565, 8.726799834140984e-8
0.13728992786958255, 0.00013690687205112487
0.13728992786958255, 8.726799834140984e-8
0.13816170218772889, 0.00013690687205112487
0.13816170218772889, 0.00013193715233429028
0.13816170218772889, 8.726799834140984e-8
0.1390390121666012, 0.00013690687205112487
0.1390390121666012, 0.00013193715233429028
0.1390390121666012, 8.726799834140984e-8
0.13992189295697077, 8.726799834140984e-8
0.13992189295697077, 8.410016983500696e-8
0.140810379932812, 0.00013193715233429028
0.140810379932812, 8.726799834140984e-8
0.140810379932812, 8.410016983500696e-8
0.14170450869271975, 0.00013193715233429028
0.14170450869271975, 8.726799834140984e-8
0.14170450869271975, 8.410016983500696e-8
0.14260431506133558, 0.00013193715233429028
0.14350983509078316, 0.00013193715233429028
0.14350983509078316, 0.0001271478334526647
0.14350983509078316, 8.410016983500696e-8
0.14442110506211278, 0.0001271478334526647
0.14442110506211278, 8.410016983500696e-8
0.14533816148675496, 0.0001271478334526647
0.14533816148675496, 8.410016983500696e-8
0.1462610411079834, 0.0001271478334526647
0.1462610411079834, 8.410016983500696e-8
0.14718978090238702, 0.0001271478334526647
0.14718978090238702, 8.410016983500696e-8
0.14812441808135168, 8.410016983500696e-8
0.14906499009255092, 8.410016983500696e-8
0.1500115346214465, 8.410016983500696e-8
0.1500115346214465, 8.104733350943444e-8
0.15096408959279828, 8.410016983500696e-8
0.15096408959279828, 8.104733350943444e-8
0.15192269317218368, 0.00012253236685558577
0.15192269317218368, 8.410016983500696e-8
0.15192269317218368, 8.104733350943444e-8
0.1528873837675269, 8.104733350943444e-8
0.1538582000306378, 0.00011808444170479252
0.1538582000306378, 8.104733350943444e-8
0.1548351808587605, 0.00011808444170479252
0.1548351808587605, 8.104733350943444e-8
0.15581836539613192, 8.104733350943444e-8
0.15680779303555006, 0.00011379797624546494
0.15680779303555006, 8.104733350943444e-8
0.15780350341995253, 0.00011808444170479252
0.15780350341995253, 8.104733350943444e-8
0.1588055364440045, 8.104733350943444e-8
0.1598139322556976, 0.00011379797624546494
0.1598139322556976, 8.104733350943444e-8
0.1608287312579583, 8.104733350943444e-8
0.1608287312579583, 7.81053151483086e-8
0.1618499741102667, 8.104733350943444e-8
0.1618499741102667, 7.81053151483086e-8
0.16287770173028565, 0.00010966710949049454
0.16287770173028565, 8.104733350943444e-8
0.16287770173028565, 7.81053151483086e-8
0.16391195529550018, 0.00010966710949049454
0.16391195529550018, 8.104733350943444e-8
0.16391195529550018, 7.81053151483086e-8
0.16495277624486732, 0.00010966710949049454
0.1660002062804765, 0.00010966710949049454
0.1660002062804765, 7.81053151483086e-8
0.16705428736922018, 7.81053151483086e-8
0.16811506174447563, 0.00010568619320661612
0.16811506174447563, 7.81053151483086e-8
0.16918257190779687, 7.81053151483086e-8
0.1702568606306176, 7.81053151483086e-8
0.1713379709559649, 7.81053151483086e-8
0.17242594620018387, 0.00010568619320661612
0.17242594620018387, 7.81053151483086e-8
0.17242594620018387, 7.527009205930844e-8
0.17462266608763122, 0.00010184978419144273
0.17462266608763122, 7.527009205930844e-8
0.17573149874581462, 0.00010184978419144273
0.17797033162829556, 7.527009205930844e-8
0.1791004215548699, 0.00010184978419144273
0.1791004215548699, 7.527009205930844e-8
0.18023768741481733, 7.527009205930844e-8
0.18138217477444057, 0.00009815263683084452
0.18138217477444057, 7.527009205930844e-8
0.1825339294893829, 7.527009205930844e-8
0.18485942586553566, 0.00009815263683084452
0.18603326070132886, 0.00009815263683084452
0.18603326070132886, 7.253778757385192e-8
0.18721454924533992, 0.0000945896959264945
0.18721454924533992, 7.253778757385192e-8
0.18840333882770802, 7.253778757385192e-8
0.18959967707911304, 7.253778757385192e-8
0.1908036119326838, 0.0000945896959264945
0.1908036119326838, 7.253778757385192e-8
0.19201519162591874, 0.00009115608978377485
0.19201519162591874, 7.253778757385192e-8
0.1932344647026185, 0.00009115608978377485
0.1932344647026185, 7.253778757385192e-8
0.1944614800148308, 0.00009115608978377485
0.1944614800148308, 7.253778757385192e-8
